gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
1,1,0,0,1,1,0,28,66.9033413,1,5,2.520675421,2.549357146,0
1,1,1,0,0,12,0,28,368.494969,11,9,1.554574718,1.50394572,0
0,0,1,0,1,12,1,28,25.61943302,11,4,2.813003669,2.809436335,0
0,1,1,1,1,12,0,29,60.47503677,12,2,1.183806909,1.347358451,0
0,1,1,0,1,12,0,28,159.5443867,9,5,1.063843043,1.107244942,0
0,1,0,0,1,1,0,25,23.89402938,1,1,1.652452879,1.23681156,1
1,1,0,0,1,1,1,28,87.35241925,1,1,1.432621728,0,1
0,0,1,0,1,1,1,26,87.21669806,1,0,0.858651437,0.821566544,1
0,1,0,0,1,1,0,18,71.40408927,1,0,2.255383025,1.109729334,1
1,1,0,0,1,1,1,30,69.47113805,1,9,2.198064449,2.149540612,0
1,1,1,1,0,12,0,32,195.725908,12,5,1.561675053,1.620217984,0
0,1,0,0,1,12,1,33,179.283959,10,5,1.685343393,1.695335189,0
0,1,1,1,1,12,1,33,271.6397946,12,1,3.466005418,3.341119089,0
1,1,1,1,1,6,1,31,70.61074399,6,1,0.521156284,0.568742383,0
0,1,1,1,1,12,0,31,145.0402981,10,7,1.982169419,2.042311257,0
0,1,1,1,1,1,0,32,114.3213379,1,4,0.081833594,0.190843876,0
0,1,1,0,1,1,0,30,268.7092016,1,13,2.265575833,2.313351733,0
0,0,1,0,1,1,0,21,61.5033301,1,1,0.696584631,0,1
0,1,1,0,1,6,0,34,148.6824159,6,2,0,0.004447877,0
1,1,1,0,0,1,1,27,101.4520024,1,0,2.26084001,0.838987923,1
1,1,1,1,1,1,0,31,82.58416176,1,8,2.053784181,1.915962132,0
0,1,1,0,1,12,1,29,109.3011786,12,0,2.830389878,2.986224511,0
0,1,0,0,1,6,0,35,166.5682042,6,3,0.714112951,0.739324765,0
1,0,1,1,1,1,0,30,11.87121944,1,5,2.095735045,2.241551161,0
0,1,0,0,0,1,0,38,89.75591619,1,1,2.229831618,1.653470421,1
0,1,0,0,1,1,0,27,205.8991358,1,1,1.225120549,1.017635871,1
0,1,1,1,1,6,1,25,49.84457774,6,0,2.386860462,2.513287787,1
1,0,1,0,1,1,1,24,147.637279,1,1,1.671651155,0.564171731,1
1,0,1,0,1,6,0,29,10.11400729,2,7,1.815327553,1.88898113,0
1,1,1,1,1,6,0,37,124.7367979,6,4,2.617324978,2.663708076,0
1,1,1,1,1,6,0,37,229.2968682,6,3,2.392331867,2.623619043,0
0,1,1,1,1,12,1,30,104.3337706,10,13,3.320792841,3.375961947,0
1,1,1,1,1,1,0,30,334.3744197,1,1,1.642802548,1.525557077,0
0,1,1,1,1,1,0,29,134.9962733,1,4,2.061576947,2.091823827,0
1,1,1,0,1,6,0,26,206.8240833,6,0,1.315297321,0.563416027,1
1,0,1,0,1,12,1,33,206.0613149,12,1,3.475359977,3.345928323,0
1,1,1,1,1,1,0,27,265.0530852,1,1,1.00689563,0,1
0,1,1,0,1,12,1,27,159.5167868,8,4,2.392605162,2.4329683,0
1,1,1,1,1,1,1,31,8.451491055,1,0,0.789709638,0.238122612,1
0,1,0,0,1,1,1,31,167.9754192,1,0,2.552964762,2.507577629,0
1,1,0,0,1,1,1,24,347.6722896,1,2,2.6872423,2.631575959,0
1,0,1,0,1,12,1,31,204.5523527,12,2,1.316995322,1.390701621,0
1,1,0,0,1,1,0,28,93.15518358,1,1,1.603442962,1.306588985,1
1,0,1,0,1,1,0,29,38.91304583,1,1,0.438096958,0,1
0,0,1,0,1,12,0,26,135.2518882,12,5,0,0,0
0,1,0,0,1,1,0,30,25.35211057,1,6,1.789534743,0.845413019,1
1,1,0,1,0,12,1,24,129.8333448,12,4,0.725023102,0.7962141,0
0,0,0,0,1,1,0,27,5.063105363,1,1,2.011036599,0.1542724,1
1,0,0,0,1,1,1,27,100.4789028,1,3,1.576563494,1.312970857,1
0,1,0,0,1,1,1,27,200.3663776,1,1,1.489931127,1.416590797,0
1,0,0,0,1,1,0,31,16.85451795,1,4,4.218271496,4.327700869,0
1,1,0,0,1,1,1,30,234.7228768,1,9,1.964469671,2.069929419,0
1,1,0,0,1,12,1,25,243.1281127,12,4,1.021601181,0.935324512,0
0,0,0,0,1,1,0,30,80.32928833,1,6,2.575245639,2.797882633,0
0,1,1,1,0,12,0,27,280.4896166,12,5,2.446041948,2.603395577,0
1,1,1,1,1,12,1,31,103.9747066,12,0,2.071866015,2.07687938,0
1,1,1,1,1,1,1,31,238.4235936,1,3,1.228675823,1.375177333,0
0,1,1,0,1,6,0,27,228.2471865,6,2,2.957716766,2.856341996,0
0,1,1,0,1,6,0,29,51.77969806,6,0,2.442305073,2.462133548,1
1,1,0,0,1,12,1,30,185.1108366,12,4,1.707586912,1.52656534,0
1,1,1,0,1,12,0,27,257.9986652,12,7,1.451927256,1.534893186,0
1,1,0,0,1,12,0,32,221.3088237,9,7,2.322493074,2.175394003,0
0,1,0,0,1,6,1,30,54.62922036,6,13,1.533256307,1.424764178,0
1,1,0,0,0,6,0,34,249.4579748,6,5,2.545816144,2.548598856,0
0,1,1,0,1,6,1,29,325.780939,6,2,0.177481667,0.306454778,0
0,0,1,0,1,12,1,32,281.1904341,12,3,2.796988252,2.864824477,0
1,0,1,0,1,6,0,29,37.14504638,6,5,2.436315437,2.469653838,0
1,1,1,1,1,1,0,27,58.74721864,1,2,1.017120573,0.975610572,1
1,0,0,0,1,1,0,26,209.4848829,1,1,1.567278302,1.280839947,1
0,1,0,0,1,6,1,22,153.1648357,6,3,2.066584434,2.116715293,0
0,1,1,1,1,1,0,31,350.7978189,1,2,2.17242893,2.235588141,0
0,1,1,1,0,12,1,34,232.7044205,11,5,2.378639947,2.637111487,0
1,1,0,0,1,1,0,29,109.4683108,1,6,2.668371729,2.818220312,0
1,1,1,1,1,1,0,34,153.9678077,1,1,4.016064951,3.846316286,0
0,1,1,1,1,1,0,29,124.2427405,1,4,0.988797074,0.774150818,0
0,0,0,0,1,6,0,26,137.5332565,6,5,1.044429629,1.08392411,0
0,0,0,0,1,1,0,28,180.6152931,1,1,2.634893804,2.630594236,0
0,1,0,0,1,1,1,36,154.9516449,1,4,1.038707368,1.092866875,0
0,1,1,1,1,6,1,33,230.4013461,5,1,1.819659306,1.77445791,0
1,1,0,0,1,6,0,33,329.803379,6,1,0.334889833,0.323602131,0
1,1,0,0,1,1,1,27,195.215876,1,1,2.896994987,2.955235656,0
0,1,0,0,1,1,0,31,34.69161625,1,5,0.622683774,0.52419805,0
1,1,1,0,1,6,1,34,275.4259825,6,1,1.916781951,1.946285297,0
1,1,0,0,1,1,0,29,223.6423095,1,7,2.917211815,2.938337085,0
0,1,1,1,1,12,1,30,102.7008072,12,9,0,0.006790623,0
1,1,0,1,1,12,0,35,105.322902,12,2,3.19683096,3.138652339,0
1,1,0,0,1,1,1,35,373.9160065,1,0,1.042881296,1.141961587,0
0,1,1,1,0,6,1,29,138.0179645,6,2,0,0,0
0,1,1,1,1,6,0,30,257.1629899,6,2,3.276035098,3.295169128,0
0,0,0,0,1,1,0,29,11.57367528,1,1,1.552554577,0.831656842,1
1,1,1,0,0,6,0,29,192.6375047,6,4,1.360649542,1.265836268,0
0,0,1,0,1,6,0,28,173.6093595,6,1,0.720097464,0.061591504,1
1,0,0,0,1,1,0,23,52.44022488,1,1,0.321021174,0,1
0,1,1,1,1,12,0,32,48.13170839,12,3,2.999601275,2.880170977,0
0,1,1,0,1,6,0,33,431.0616359,6,5,4.005287053,4.119854925,0
1,1,0,0,1,1,1,32,250.2812539,1,5,2.80579599,2.611437492,0
1,1,1,1,0,12,1,31,286.6669729,11,9,2.225450836,2.081697793,0
1,1,1,0,1,1,1,34,170.2636938,1,4,3.783056005,3.74606927,0
0,1,1,0,1,12,0,32,488.7081749,12,2,1.073820591,1.065885422,0
0,1,1,0,1,6,1,25,89.20827799,6,10,1.430122875,1.514836002,0
1,0,1,0,0,12,0,29,295.6037877,12,7,2.431066194,2.565740253,0
0,1,1,1,1,6,0,30,302.154028,4,1,2.539106237,2.56572541,0
0,1,0,0,1,1,0,29,7.103332593,1,2,2.346186538,2.427251737,0
1,1,0,0,1,1,0,38,248.9485083,1,7,2.680702217,2.538790842,0
0,1,1,1,1,12,0,31,319.2921181,11,1,2.074170981,2.038708972,0
0,1,0,0,1,1,0,26,179.0494544,1,2,1.998339004,1.505814754,1
0,1,0,0,1,1,0,25,96.34172923,1,4,1.262758186,0.822468218,1
0,1,1,0,1,6,0,28,289.8127999,6,3,3.032752183,3.146944105,0
1,0,0,0,1,1,0,30,1.104924023,1,3,1.995830137,1.899131639,0
1,1,1,1,1,6,1,28,31.32771463,6,4,3.916240198,4.002908737,0
0,1,1,0,1,1,1,25,70.92976573,1,1,1.335420747,0.064565851,1
1,1,0,0,1,1,0,27,307.4093454,1,1,0.77679991,0.946725472,1
1,0,1,0,1,1,0,30,178.782326,1,4,2.178741922,2.125642813,0
1,1,0,0,1,1,1,29,94.82542642,1,1,2.251406459,2.341763357,0
1,1,1,1,1,12,0,29,223.8791077,11,5,2.726861828,2.781323154,0
0,1,1,1,1,1,1,29,180.5372193,1,12,1.148556808,1.22460612,0
0,0,0,0,1,1,0,32,93.01420599,1,4,1.249032689,1.000030552,0
0,0,1,0,1,1,0,24,26.70998809,1,0,1.709210087,1.478772881,1
1,1,0,0,1,6,1,29,228.6859404,6,0,1.55916297,1.601909528,0
1,1,0,0,1,1,0,29,98.67198624,1,15,1.242004918,1.186002289,0
1,1,1,0,1,12,0,27,236.6323392,12,0,2.965681649,2.971532286,0
1,1,0,0,0,1,0,27,57.48591023,1,1,1.604131191,1.033401285,1
1,1,1,1,1,12,0,24,311.3521955,11,13,3.018005794,2.934705442,0
0,0,0,0,1,12,0,26,208.1317923,12,2,0.625852245,0.087278195,1
0,1,0,0,1,1,1,32,124.3176106,1,2,1.609212219,1.468145635,0
1,1,1,0,1,1,0,33,267.0834262,1,4,1.930005169,2.044278042,0
0,0,0,0,0,1,0,24,199.4616137,1,0,0,0,1
1,1,0,0,1,1,1,33,29.74168133,1,1,2.407859857,1.575433319,1
0,1,0,0,1,1,0,22,64.136944,1,0,1.339513122,1.116672679,1
1,1,1,1,0,1,1,33,235.5635937,1,8,2.782152558,2.703186113,0
0,1,0,0,0,12,1,35,131.796279,8,11,4.79377998,4.729706079,0
1,1,1,0,1,1,0,32,101.187972,1,5,1.837829908,1.804371972,0
0,1,0,0,1,1,0,29,110.6986499,1,11,2.801537395,2.654136217,0
1,1,1,0,1,12,0,27,230.0708813,10,3,0.144733121,0.053354763,0
1,1,0,0,1,6,0,30,118.7824408,6,0,1.931968085,2.085986802,0
1,1,0,0,1,1,0,30,26.24817233,1,0,2.135483783,1.844564785,1
1,1,0,0,1,1,0,27,35.22983288,1,1,2.853973529,2.821569672,0
0,1,1,1,1,1,0,32,248.8428922,1,3,3.157790985,3.163908942,0
0,1,1,1,0,12,0,31,378.6187927,10,5,3.093998457,3.16863993,0
1,1,0,0,1,1,0,32,213.3224561,1,12,1.83421028,1.775864669,0
0,1,0,0,1,1,0,34,58.40813617,1,4,2.315428409,2.214283913,0
1,1,0,0,1,1,0,24,101.9438379,1,2,0.29270432,0,1
1,1,0,0,1,1,0,24,92.82887523,1,1,1.596061583,1.798016548,1
0,0,1,1,1,1,0,31,224.4569113,1,1,0.887009076,0.747967431,0
1,1,0,0,1,6,0,28,22.19761157,6,2,1.211429049,1.660090945,1
1,1,1,0,1,1,0,27,162.8138713,1,2,1.040658011,0.736265159,1
1,1,0,1,1,1,1,29,21.33968771,1,2,1.818970662,1.383662892,1
0,1,0,0,1,12,1,35,165.9966079,11,6,2.468044101,2.422942865,0
0,1,0,0,1,1,0,27,50.04491033,1,0,2.738579094,2.772005114,0
1,1,1,1,1,12,1,26,72.54980035,12,9,1.682917172,1.639654964,0
1,1,1,1,1,12,1,31,8.266698903,12,1,3.139326391,3.023193675,0
1,0,0,0,1,1,0,29,125.6784746,1,1,1.499778514,1.198208655,1
0,1,1,1,1,6,1,31,69.00141998,6,3,2.204859353,2.205907479,0
1,1,0,0,1,1,0,32,55.95104603,1,3,0.883247495,0.215302405,1
0,1,0,0,1,1,0,26,58.21169995,1,0,0,0.404551449,1
0,1,0,0,1,1,1,27,142.5507339,1,12,1.163928708,1.266647888,0
0,1,1,1,1,1,0,27,215.1529832,1,1,3.410351243,3.418540443,0
0,1,0,0,0,1,1,27,119.9888705,1,0,1.872181648,1.907196471,1
0,1,1,0,1,1,1,28,47.45405075,1,2,0.752628748,0.660480809,1
1,1,0,0,0,12,1,27,91.84106001,12,1,2.162513056,2.177030031,0
0,0,1,0,0,1,0,29,20.34780049,1,6,1.824921764,1.831360675,0
0,0,1,0,1,1,0,18,28.73469286,1,2,0.723202637,0,1
1,1,1,1,1,12,1,33,274.3269734,11,3,1.597109512,1.528335423,0
0,1,1,1,1,6,1,31,255.1175433,6,3,2.687575293,2.638182841,0
1,1,1,0,1,1,0,29,4.256390294,1,1,1.737820373,0.316507105,1
1,1,0,0,1,1,1,32,405.8441406,1,1,3.178283893,3.222057166,0
1,1,1,0,0,1,0,30,105.1897934,1,3,1.708303003,1.740906463,0
1,1,0,0,0,1,0,25,62.30644473,1,0,2.13153182,2.10923635,1
1,1,1,1,1,12,0,32,160.8226507,12,6,0.661863828,0.60052724,0
0,1,1,1,1,12,1,33,213.2137016,12,11,1.912690416,1.692923319,0
1,0,0,0,1,1,0,28,165.6885801,1,3,2.166936374,1.64886811,1
1,1,0,0,1,6,1,29,83.65796082,6,7,0.89078619,1.007506412,0
1,1,0,0,1,1,1,29,98.07280311,1,1,1.186364179,0.539142782,1
1,1,1,0,1,6,1,27,262.7623569,2,5,1.711690313,1.736338807,0
1,1,0,0,1,12,1,26,251.6953417,12,2,3.032079891,3.016951275,0
1,1,0,1,1,1,1,25,50.19541144,1,1,1.811482087,0.91065532,1
0,1,0,0,1,1,0,30,320.4764546,1,5,1.702185785,1.657073876,0
1,1,1,1,1,1,1,27,147.7586487,1,0,1.973240754,1.386468965,1
1,1,1,0,1,12,0,30,332.7764503,12,1,0.915357437,0.853282385,0
1,1,1,0,1,1,0,28,351.6065726,1,5,0.665323871,0.78199151,0
1,1,0,0,1,1,1,27,203.1344079,1,5,2.58760033,2.641097503,0
1,1,0,1,1,1,0,31,123.6349157,1,4,2.538651837,2.689607506,0
1,1,1,1,1,1,0,28,47.12814626,1,1,1.718573382,1.463206808,1
1,1,1,0,1,12,1,31,68.75684461,8,4,0.661583848,0.547395058,0
1,1,1,0,1,6,1,28,25.22721716,4,10,1.903706147,1.725675229,0
1,0,1,0,1,1,1,30,168.6186964,1,1,0.822965438,1.272483456,1
1,1,1,0,0,6,0,28,91.70317447,6,0,2.545585455,2.162581767,1
1,1,1,1,1,12,0,32,242.040987,11,0,3.142518588,3.057465177,0
0,1,1,0,1,12,0,32,265.5147661,12,8,2.972269487,2.981589938,0
1,1,0,0,1,1,0,26,103.7244128,1,1,0.684073362,0,1
1,1,1,1,1,6,0,35,105.0572156,6,7,1.66807246,1.665072747,0
0,1,0,0,0,1,0,27,10.78233284,1,0,2.083984658,2.078189485,0
0,1,0,0,1,1,1,31,16.31420534,1,1,1.288171159,1.087596628,0
1,1,1,0,1,6,1,29,94.6866321,5,2,2.816223571,2.705200012,0
1,0,1,0,1,1,0,26,75.80322779,1,1,1.457389904,1.540268938,1
0,1,0,0,0,1,1,33,50.26914188,1,1,1.128912053,0.999732789,0
0,1,0,0,0,1,0,31,107.4378454,1,1,4.031192232,3.950288905,0
1,1,1,1,1,1,0,30,116.4340252,1,8,4.261914504,4.40213273,0
0,1,0,0,1,1,0,30,192.6911041,1,2,0.693015218,0.816501171,0
0,0,0,0,1,6,0,26,105.7916373,3,6,1.891593496,2.01324381,0
1,1,1,0,1,6,0,32,256.5522985,6,4,1.092484056,1.105216782,0
1,1,1,0,1,1,1,30,106.6922335,1,1,1.656864887,1.714155622,0
1,1,1,0,1,1,0,28,96.37042022,1,2,0.078058872,0,1
0,1,1,1,1,1,0,24,92.96148987,1,0,1.72373129,0.514610119,1
0,1,0,0,0,1,0,25,5.076974493,1,0,1.498899367,1.481244982,1
1,1,0,0,1,1,0,30,69.4743464,1,2,0.44926877,0.373509627,0
0,1,0,0,1,1,1,28,203.7103787,1,0,1.47627436,1.483000233,1
1,1,0,1,0,12,1,36,117.445982,12,2,2.439896299,2.323958399,0
1,0,1,0,1,1,0,29,31.69075005,1,3,2.732376284,2.618269416,0
1,1,0,0,0,1,1,32,76.838755,1,0,1.750247888,1.361334737,1
1,1,0,0,1,1,1,35,177.9937141,1,1,2.06295467,1.982884369,0
0,1,0,0,1,1,0,25,102.4473521,1,0,2.22580531,1.268917501,1
1,1,1,1,1,12,0,25,9.054828242,9,3,1.060014424,1.004836036,0
0,1,1,1,1,6,1,29,113.6285804,6,2,6.023668476,6.14678288,0
1,1,0,0,1,1,0,25,126.8238611,1,0,1.133005985,0.432477806,1
1,1,1,1,1,1,1,29,342.0612265,1,8,2.618362838,2.505065472,0
1,0,1,0,1,6,0,29,369.0595748,6,3,1.681079326,1.688294002,0
1,1,1,0,1,6,0,29,231.4883615,5,5,1.644960542,1.775273432,0
1,1,1,1,1,6,1,27,0.148204788,6,0,0.260200828,0,1
0,1,0,0,1,1,1,30,82.48727722,1,9,2.788254603,3.004995549,0
0,1,0,0,1,1,1,31,279.1931823,1,3,0.940343766,0.83844994,0
1,1,1,1,1,6,0,29,161.4413727,6,0,0.663371896,0.446542724,0
1,1,1,0,1,1,0,31,217.5776575,1,3,1.141421164,1.082992409,0
0,1,1,1,1,6,1,29,301.907485,6,5,1.025029334,1.110048325,0
1,1,0,0,0,12,1,35,214.4502621,12,13,0.569392496,0.57470169,0
1,1,1,1,1,1,0,28,61.93894213,1,4,0.708483202,0.060509045,1
1,1,0,0,1,1,1,20,155.5975061,1,0,2.150481317,1.864234975,1
0,1,1,0,1,12,1,33,147.1341167,12,7,0.931660398,0.816007396,0
0,1,0,0,1,6,0,30,372.4601174,5,7,2.058566095,2.240843423,0
1,1,0,0,1,12,0,34,244.0637353,8,3,2.558220631,2.464863279,0
1,1,0,0,1,1,1,34,302.7173196,1,5,0.810037061,0.762466591,0
0,0,0,0,1,1,0,36,58.63401423,1,2,1.974636616,2.043980765,0
0,1,1,0,0,1,0,23,20.95872494,1,5,0.494508089,0.221567365,1
0,0,0,0,1,1,0,29,190.7346253,1,3,1.186892386,1.18567584,0
0,1,1,1,1,1,0,28,86.64991796,1,1,2.027720991,1.396989731,1
0,1,1,0,0,12,1,29,138.9886525,12,1,1.701968916,1.703918329,1
1,1,0,0,0,1,0,30,185.0643457,1,2,1.984152215,1.878574216,0
0,1,0,0,1,6,0,30,440.6534899,6,3,1.191834443,1.202961433,0
1,1,1,1,0,1,0,26,122.1807274,1,8,1.84218144,2.015905422,0
0,1,0,0,1,6,0,28,245.7084418,6,3,2.575718496,2.525402708,0
1,1,1,1,1,6,0,29,66.4882854,6,2,0,0,0
0,1,1,1,1,12,0,28,146.3573246,7,5,2.453571637,2.402001096,0
1,0,0,0,1,1,0,30,210.8990368,1,5,3.720360512,3.669322131,0
0,1,1,1,1,12,1,31,82.88604281,11,10,2.953260149,3.117799619,0
1,1,0,0,0,1,0,30,32.3449936,1,0,1.427958205,1.022832838,1
0,1,1,1,1,1,1,33,21.03115773,1,3,4.005793199,4.047106411,0
0,1,0,0,1,6,0,27,264.7106939,6,5,1.810878782,1.894011516,0
1,0,1,0,1,1,1,31,62.73571963,1,0,2.116186601,0.616700977,1
0,1,1,0,1,12,0,29,69.75075552,11,2,1.091918223,1.051077954,0
1,1,0,0,1,6,1,27,167.5578612,6,1,4.082422664,4.156916165,0
1,1,0,0,1,1,1,31,54.42850296,1,4,3.75411252,3.834828086,0
0,1,0,0,1,1,0,30,177.7593528,1,2,1.994393125,1.597328604,1
0,1,0,0,1,1,1,24,31.94197379,1,3,1.620418345,0.930484141,1
0,1,0,0,0,12,1,33,145.5499854,12,7,2.201141478,2.19085147,0
1,1,0,0,0,6,1,24,160.5162027,6,1,2.872275935,2.998211161,0
0,0,0,0,1,6,0,27,374.0890657,5,1,1.475159284,0.571845193,1
1,1,1,1,1,12,1,31,93.41423353,10,3,0.76112058,0.80131923,0
1,1,1,1,1,12,0,29,59.04155231,12,3,2.482598386,2.452208895,0
0,1,0,0,1,1,1,33,323.5337155,1,5,2.919893516,2.906842289,0
1,1,1,0,1,12,1,30,7.994521114,12,15,1.480992511,1.4180657,0
0,1,0,0,1,12,1,33,54.60054529,11,1,0.213185903,0.099014799,0
1,1,1,0,1,6,0,27,180.6767884,5,2,0.47851738,0.335279887,0
0,1,1,1,1,12,0,34,347.4008069,12,5,2.923285205,2.851754481,0
1,1,0,0,1,6,1,30,121.5296913,6,4,3.188936004,3.204417701,0
1,0,1,0,1,6,0,28,103.8772838,6,2,1.704444784,1.670306429,0
0,1,1,1,1,12,1,29,260.5074585,12,2,2.348167458,2.323454674,0
1,1,1,1,1,12,1,28,106.4574034,12,4,3.631744079,3.788843395,0
1,1,1,1,1,12,1,25,209.2943044,12,4,1.445147519,1.582003387,0
1,1,0,0,1,1,0,31,211.7289696,1,3,1.585225326,1.539995124,0
0,1,1,1,0,6,0,25,45.73740307,6,1,2.487524072,2.30958783,0
0,1,1,1,1,1,0,31,105.8081518,1,1,1.777908569,1.331818472,1
1,1,0,0,1,6,1,34,121.3553349,6,6,2.85047642,3.036212558,0
0,1,1,1,1,12,1,26,245.3419865,12,5,3.34223421,3.30230416,0
1,1,0,0,1,12,0,28,168.8431816,9,2,2.982475936,2.85847777,0
0,1,1,1,0,12,1,33,363.0661185,12,10,2.174766982,2.083715386,0
0,1,0,0,0,1,0,25,123.661916,1,5,1.912127924,2.028011326,0
1,0,0,0,1,1,0,27,129.6907384,1,1,2.421928863,1.89623075,1
0,1,1,1,1,6,0,29,239.7453019,5,6,0.645078552,0.529971649,0
1,1,0,1,1,1,0,31,221.9995044,1,4,1.798604335,1.90737747,0
1,0,1,1,1,6,0,35,284.7735525,6,10,3.751005062,3.659413844,0
0,0,0,0,1,1,0,25,134.7667537,1,1,1.381369601,1.302034708,1
0,0,0,0,1,1,0,25,126.9436574,1,1,1.440342495,0.807316861,1
0,0,0,0,1,1,1,29,106.8464082,1,2,1.949131648,2.06667263,0
0,1,0,0,1,6,0,33,374.4074473,4,5,5.421897708,5.458294656,0
1,1,0,1,1,1,0,28,81.32659286,1,5,2.626057464,2.646600086,0
0,1,1,1,1,12,1,28,142.6821643,12,6,1.016788514,0.928446703,0
1,0,1,0,1,12,1,30,67.95028384,11,4,2.75236757,2.77794355,0
1,1,0,0,1,6,1,32,119.2631621,6,1,1.281128154,1.535346413,0
0,1,1,1,0,12,1,30,364.4568464,11,5,3.576839547,3.613823188,0
0,1,0,0,1,1,1,30,147.6030794,1,4,2.060353725,1.932019244,0
1,1,0,1,1,6,1,30,119.8791201,6,2,1.072125953,1.117143619,0
0,1,0,0,1,6,1,28,142.9054787,6,18,0.55519358,0.896420746,0
1,1,1,1,1,12,0,30,66.93638445,7,7,0.667355628,0.662642598,0
0,1,1,1,1,12,1,31,132.1881574,12,9,3.007830165,3.106215621,0
0,1,0,0,1,6,1,32,277.461323,6,6,1.523175502,1.640126583,0
0,0,1,0,1,1,0,23,324.4527754,1,3,3.432550435,3.359159637,0
1,1,1,1,1,12,1,32,265.4072897,12,5,1.469406131,1.537554701,0
0,1,1,1,1,1,1,25,304.4531775,1,8,2.565371054,2.591423236,0
0,1,0,0,1,1,0,29,136.8843512,1,3,1.035399321,0.328367305,1
0,1,1,0,1,1,0,29,58.3584789,1,0,0,0,1
1,1,1,0,1,1,0,29,273.7635195,1,13,2.487606777,2.622217013,0
1,1,1,0,1,12,1,32,280.2610652,11,4,1.830056233,1.761358118,0
1,1,1,0,1,12,0,25,449.0337204,12,7,0.01471,0.03799483,0
1,0,0,0,1,1,0,24,204.4445267,1,1,0.496239351,0,1
0,1,1,1,1,12,0,32,22.94699673,12,1,2.024992267,2.0601207,0
1,1,0,0,1,6,0,33,20.97936005,6,18,1.821089083,1.854936685,0
1,1,1,1,1,1,1,26,156.9330596,1,4,1.019927787,0.912406558,0
1,1,1,0,1,12,0,25,92.04709092,12,2,0.26483519,0.362863259,0
0,0,1,1,1,6,0,29,219.760918,6,1,1.858131387,1.95387344,0
0,1,1,1,1,6,1,26,203.549333,6,6,4.777896777,4.714157781,0
1,1,0,0,1,1,1,32,5.406180569,1,0,0.880350055,0,1
0,1,1,0,1,12,0,29,424.3530559,12,8,3.653327363,3.539171261,0
0,1,1,0,1,12,0,29,141.8058452,12,3,3.233590545,3.282858742,0
0,0,0,0,0,1,0,31,278.5069945,1,4,1.600144056,1.554008321,0
1,1,0,0,1,1,1,32,240.5271304,1,2,2.23134501,2.267857737,0
1,1,0,0,1,1,0,29,153.5081681,1,2,2.672210984,2.592439694,0
1,1,1,0,1,1,0,31,204.5886445,1,2,1.565315071,1.504996715,0
0,1,0,0,1,1,1,30,42.25437246,1,2,1.639539274,1.769222665,0
1,1,0,0,1,12,1,37,242.3556849,11,2,1.52042613,1.411045951,0
0,1,1,0,1,12,0,32,432.0703548,11,4,0.784570689,0.758408021,0
1,1,0,0,1,1,0,24,99.41448253,1,2,1.340312098,0.570750609,1
1,1,0,0,1,6,0,31,35.04519233,5,3,2.823535448,2.796609275,0
1,1,0,0,1,1,1,30,150.2220369,1,2,1.18863696,1.219689324,0
0,1,0,0,1,6,1,30,41.64680053,5,2,1.936667378,0.55811061,1
1,1,1,1,1,1,0,24,167.0659761,1,1,0.729994637,0.651353191,1
1,1,1,0,1,6,0,29,357.7388028,6,3,2.787126346,2.809694688,0
1,1,1,1,0,12,1,33,172.110348,11,2,2.018338433,2.120496804,0
0,1,0,0,1,12,1,35,137.0515805,12,1,2.649924727,2.40197055,0
1,1,0,0,0,6,1,37,172.22096,6,3,2.083560262,2.300603512,0
0,0,0,0,1,1,0,33,204.3207074,1,1,1.76887582,1.188981115,1
1,1,0,1,1,12,0,30,346.4327252,12,5,0.749328709,0.756359312,0
0,1,0,0,1,1,1,29,98.34150224,1,1,2.85105846,2.843732678,0
0,1,1,0,1,1,0,28,149.2184533,1,3,1.628011462,1.749525397,0
0,1,0,0,1,1,1,25,281.2966376,1,6,1.90056824,1.977207418,0
1,1,0,0,1,6,1,27,152.5968225,6,4,1.028343687,0.968246226,0
1,1,1,1,1,1,1,26,50.39456606,1,4,1.178913655,1.081341839,0
0,0,0,0,1,1,1,27,314.949509,1,7,2.092724889,2.169277011,0
1,1,0,0,1,1,1,27,133.4049762,1,1,2.724068813,2.786146313,0
1,0,0,0,1,1,0,30,257.4325777,1,1,2.153765542,1.513633085,1
1,0,1,0,1,12,0,31,55.09299271,9,2,3.404092328,3.494776303,0
0,1,0,1,1,6,1,28,119.2018241,6,1,1.739425435,1.633740318,0
1,0,1,0,1,12,0,28,57.23835631,12,4,2.392317473,2.463618104,0
0,1,1,1,1,12,1,27,93.69977464,12,3,1.036353415,0.951606026,0
1,1,0,0,1,1,0,21,124.8218542,1,1,1.681778687,1.195885054,1
1,1,0,0,1,6,1,31,64.86068683,6,4,1.655819779,1.672477562,0
1,0,0,0,1,1,0,26,55.9589623,1,5,1.627448838,1.752400369,0
0,1,0,0,1,1,0,29,20.07629924,1,0,1.632646556,1.988689848,1
0,1,0,0,1,1,1,27,119.5996038,1,2,1.131392367,1.112276027,0
0,1,0,0,1,12,1,30,466.0276398,10,1,3.519716471,3.548916304,0
0,1,0,0,1,1,0,20,58.36060722,1,1,2.098279528,2.355221407,1
